Id,Name,Telefon / Primary Phone Number,Telefon / Primary Phone Country Code,Telefon / Primary Phone Calling Code,Telefon / Additional Phones,Domain Name / Link URL,Domain Name / Link Label,Domain Name / Secondary Links,GF,Zustand,Branche,emails,Bearbeiter,Notiz,Datum,Nächster Anruf,Summary,NextStep,Potential,Follow Up,After-Call-Email,ICP
d3d5f9f8-9255-4fc0-a722-32fb844ad637,Lichtenheldt GmbH,455490700,DE,‍+49,[],https://lichtenheldt.de,,[],,,,,{},,,,,,,,,false
e1723a22-0840-4a87-a0aa-7848afcb9a75,ALPRO MEDICAL,772593920,DE,‍+49,[],https://www.alpro-medical.de,,[],,,,,{},,,,,,,,,false
3ac216f0-7478-4433-91cd-c0e894963763,Expo Display Service GmbH,6227877290,DE,‍+49,[],https://expodisplayservice.de,,[],,,ECOM,,{},,,,,,,,,false
29954b6c-1eb8-4ebc-b2b6-2ae169f5a36c,KLN Ultraschall AG,6252140,DE,‍+49,[],https://www.kln-ultraschall.de,,[],,,,,{},,,,,,,,,false
5b051217-7425-4f4d-8966-b8e8fe5bfd2d,modul technik GmbH,260294490,DE,‍+49,[],https://www.modul-technik.de,,[],,,,,{},,,,,,,,,false
a0e51153-2bc6-4dc9-bfde-754dc930cbf1,gkd-el,018225,,‍+1,[],https://www.gkd-el.de,,[],,,,,{},,,,,,,,,false
8da7f866-5f8e-44e4-8629-4f97acc4c400,REMIS GmbH,221788800,DE,‍+49,[],https://www.remis.de/startseite,,[],,,,,{},,,,,,,,,false
3459f912-4b60-450a-b5d5-e1bbf4c7560e,WEBER GmbH,602135880,DE,‍+49,[],https://bewerber.webergmbh.de,,[],,,,,{},,,,,,,,,false
6c107ff7-3264-4867-85f4-cbf271ab6da9,ABC Umformtechnik GmbH & Co. KG,2333799216,DE,‍+49,[],https://www.abc-umformtechnik.com,,[],,,,,{},,,,,,,,,false
1ba13a13-a143-49c3-88c3-3d79faec7a10,KTP Kunststoff Palettentechnik GmbH,06223268,,‍+1,[],https://ktp-online.de,,[],,,,,{},,,,,,,,,false
91585f4d-5465-435d-81f8-31fbfa7a718c,elrest Automationssysteme GmbH,7021920250,DE,‍+49,[],https://www.elrest.de,,[],,,,,{},,,,,,,,,false
a848ba18-dc27-4003-8fef-437445c8cd49,grey engineering GmbH,30209673360,DE,‍+49,[],https://grey-engineering.com,,[],,,,,{},,,,,,,,,false
18163de9-4c96-4942-8aeb-e3f0929354d0,METZ GROUP,91197060,DE,‍+49,[],https://www.metz.de,,[],,,,,{},,,,,,,,,false
d432d2c8-6119-45f5-83da-1dd0a9685168,ELEMENT 3-5 GmbH,6915392540,DE,‍+49,[],https://element.de,,[],,,,,{},,,,,,,,,false
fce84ebe-b4b7-41f2-a3a7-052c86062535,HAZET-WERK Hermann Zerver GmbH & Co. KG,2191792355,DE,‍+49,[],http://www.hazet.de,,[],,,,,{},,,,,,,,,false
97295234-9cc6-4dec-b782-501d6dfc5c0a,ENQT GmbH,4035732065,DE,‍+49,[],https://enqt.de,,[],,,,,{},,,,,,,,,false
59647d6b-cf8f-4a85-9cb7-a229f8ec58e0,STEBOTEC CNC-Zerspanungstechnik GmbH,70824916820,DE,‍+49,[],https://www.stebotec.de,,[],,,,,{},,,,,,,,,false
bea8f276-2569-4c5d-b086-0d721f7b7bac,Gurtec GmbH,533293090,DE,‍+49,[],https://gurtec.com,,[],,,,,{},,,,,,,,,false
364f10cf-0d47-43bd-a0e2-cc08adc91b0e,upgrade4you GmbH,4053308530,DE,‍+49,[],https://upgrade4you.de,,[],,,,,{},,,,,,,,,false
d09cb651-18b2-4919-9ace-32bb9ecf3c33,FM Kunststofftechnik GmbH,44948762100,DE,‍+49,[],https://www.fm-kunststofftechnik.de,,[],,,,,{},,,,,,,,,false
4ca29d38-e23d-4599-9bd9-96fd03b12046,swisspor Deutschland GmbH,394847120,DE,‍+49,[],https://www.swisspor.com/de-de,,[],,,,,{},,,,,,,,,false
029452a0-9299-4394-9b3e-434fef9614b7,Silver Atena GmbH,1728330344,DE,‍+49,[],https://karriere.silver-atena.de,,[],,,,,{},,,,,,,,,false
e72b0d86-417c-44d6-b41f-a3f5b2a36006,Swobbee GmbH,30587047000,DE,‍+49,[],https://swobbee.com/de,,[],,,,,{},,,,,,,,,false
001d8ce1-c347-4cfe-a285-393d57964f2b,swissplast AG,817204050,CH,‍+41,[],https://www.swissplast.com,,[],,,,,{},,,,,,,,,false
1661b23a-318c-4430-ae2e-2a6aaf836871,Swissbit AG,719130300,CH,‍+41,[],http://swissbit.com,,[],,,,,{},,,,,,,,,false
94fa0da1-4802-417a-ba59-52a5dacd29c6,Kerb-Konus-Vertriebs-GmbH,96216790,DE,‍+49,[],https://www.kerbkonus.de/de/index.php,,[],,,,,{},,,,,,,,,false
2c214cba-db76-465d-af5c-cc8d77044077,Layertec GmbH,364537440,DE,‍+49,[],https://www.layertec.de/en,,[],,,,,{},,,,,,,,,false
7b9541c6-7e3c-418f-90b7-5d393ce180b0,Senning,421694620,DE,‍+49,[],https://www.senning.de,,[],,,,,{},,,,,,,,,false
0e43430f-cdaa-4e9b-957e-56f59429ff0a,maurer electronic gmbh,7374921300,DE,‍+49,[],https://www.maurer-electronic.com,,[],,,,,{},,,,,,,,,false
dd142ca8-c750-438c-bb4d-87728a3a5ac1,Brüggen Engineering GmbH,6214294470,DE,‍+49,[],https://www.brueggen-engineering.de,,[],,,,,{},,,,,,,,,false
fdc89481-5066-41f5-b26a-25ea92583b4b,Nürmont GmbH,912892550,DE,‍+49,[],http://www.nuermont.de,,[],,,,,{},,,,,,,,,false
ef778a52-9453-45aa-b691-0f5ea159a9c9,Schweng GmbH,08009279800,,‍+1,[],https://schweng.eu,,[],,,,,{},,,,,,,,,false
06404b1a-5fbc-42ac-a823-44bc3ee5bf33,Sulzer,89318580,DE,‍+49,[],https://www.sulzer.de,,[],,,,,{},,,,,,,,,false
24dc554f-66b0-4382-a509-c7c7dbdcd174,Voltfang GmbH,24155703935,DE,‍+49,[],https://voltfang.de,,[],,,,,{},,,,,,,,,false
b2bccd48-6f79-4a82-bb46-531fb367754b,Ogaenics,40696327960,DE,‍+49,[],https://ogaenics.com/de,,[],,,ECOM,,{},,,,,,,,,false
de6538c1-1d45-401f-8928-ebdbb3f1671c,Geiger Gruppe,71429380,DE,‍+49,[],https://geiger.de,,[],,,,,{},,,,,,,,,false
eec66c80-42fc-475f-aa48-78a9d108ec1f,Stuco Metall,6562610,DE,‍+49,[],https://stuco.de,,[],,,,,{},,,,,,,,,false
169e7508-b335-4362-94a0-9a2633af8f25,GEMMACON GmbH,7112524630,DE,‍+49,[],https://gemmacon.com,,[],,,,,{},,,,,,,,,false
5d997fe2-b74b-4dde-a40b-2b9fe3059a30,COSMETIC SERVICE GMBH,082129750339,,‍+1,[],https://cosmetic.de,,[],,,ECOM,,{},,,,,,,,,false
e2c3d2de-d5f9-4474-ade3-22b64115f86c,partworks GmbH,52512846272,DE,‍+49,[],https://partworks.de,,[],,,ECOM,,{},,,,,,,,,false
f924c8c3-c8a5-4594-baf8-7018e4a051b3,Mafi Transport-Systeme GmbH,93418990,DE,‍+49,[],https://mafi.de,,[],,,,,{},,,,,,,,,false
91d1223c-0188-42d5-94ce-774bf22011b6,,,,,[],,,[],,,,,{},,,,,,,,,false
c2e04954-b1ab-4763-a2e5-508a9191ef1d,,,,,[],,,[],,,,,{},,,,,,,,,false
3a556b87-bb8d-404d-80a7-85d09feb0567,,,,,[],,,[],,,,,{},,,,,,,,,false
25bbac72-e4dc-4ff6-89a0-69cd5aeb3d4e,,,,,[],,,[],,,,,{},,,,,,,,,false
00eb972f-8c04-4d85-9785-27e014c1b2e2,Ogaenics,40696327960,,‍+49,[],,,[],Leifer,Neu – offen,E,info@ogaenics.com,{},,,,,,,,,false
15f5bc38-038b-47bf-9fee-77672f6cc042,Klinikum Kassel GmbH,5619800,,‍+49,[],,,[],Knapp,Neu – offen,E,info@klinikum-kassel.de,{},,,,,,,,,false
3dc7701c-ebb5-4873-9b3b-249642873f00,BayWa,89218100,,‍+49,[],,,[],Bösl,Neu – offen,E,service@baywa.de,{},,,,,,,,,false
9e93371e-c127-42bf-b7ca-f695a65cf85d,KOS KLIMA Anlagenbau Projektierung und Service GmbH,6201178750,,‍+49,[],,,[],Kos,Neu – offen,C,info@kos-klima.de,{},,,,,,,,,false
cc9f9cfd-6476-4a55-b888-1f3483013ebc,Dana Incorporated,73179840,,‍+49,[],,,[],Petz,Neu – offen,E,info@dana.com,{},,,,,,,,,false
041e8487-637f-4b65-ba03-24144b92d33a,Brenntag,20438700,,‍+49,[],,,[],Tessarolo,Neu – offen,E,info@brenntag.de,{},,,,,,,,,false
33570ff7-8b6c-469e-a207-b25e6f843163,Gruma Nutzfahrzeuge GmbH,82190500,,‍+49,[],,,[],Brandmair,Neu – offen,E,info@gruma.de,{},,,,,,,,,false
54fdb5cb-8757-4c1e-abb2-a8e369c0f15b,dieseo GmbH,402093101,,‍+49,[],,,[],Drude,Neu – offen,E,hello@dieseo.de,{},,,,,,,,,false
713ea60d-be71-4f58-b510-c8f76e4dae89,Saint-Gobain,36926870,,‍+49,[],,,[],Köppler,Neu – offen,E,de.info@saint-gobain.com,{},,,,,,,,,false
8385ae5e-494b-45c3-8437-7ce758345283,KLA,64719100,,‍+49,[],,,[],Trafas,Neu – offen,E,info@kla.com,{},,,,,,,,,false
8ef5e6d4-92d5-40df-9b20-c968c69846e5,KB Container GmbH,9552930950,,‍+49,[],,,[],Bayer,Neu – offen,E,info@kb-container.de,{},,,,,,,,,false
a550e52c-074c-433a-80b1-68c3c3fbc65c,Schweng GmbH,6033927980,,‍+49,[],,,[],Schweng,Neu – offen,E,info@schweng.eu,{},,,,,,,,,false
d5a792f7-0a49-460f-a0b4-67bc426ba958,Geiger Gruppe,7117709000,,‍+49,[],,,[],Geiger,Neu – offen,E,info@geiger.cc,{},,,,,,,,,false
e5f6e260-16ef-4378-aebd-1ef49896e257,Rheinmetall,21147301,,‍+49,[],,,[],Papperger,Neu – offen,E,info@rheinmetall.com,{},,,,,,,,,false
f53ffa27-7dec-4a74-adb5-efd5c2818a8b,Sulzer,72517600,,‍+49,[],,,[],Brändle,Neu – offen,E,info@sulzer.com,{},,,,,,,,,false
f7c3c039-90cc-4ca6-8e71-e050deb614a9,Voltfang GmbH,24155703935,,‍+49,[],,,[],Wulff,Neu – offen,C,hello@voltfang.de,{},,,,,,,,,false
07291d1f-7f3d-4855-b2fa-051fbb6568a5,Production Resource Group,40782900,,‍+49,[],,,[],Ford,Neu – offen,E,info.de@prg.com,{},,,,,,,,,false
1271fd42-ab22-4fc8-8643-3f77eb09b0f9,Muhr und Bender KG,27726200,,‍+49,[],,,[],Bender,Neu – offen,E,info@mubea.com,{},,,,,,,,,false
3bb7ceaa-0168-4f66-827b-21e11c3497a3,NKT,2219536000,,‍+49,[],,,[],Brüning,Neu – offen,C,info@nkt.com,{},,,,,,,,,false
3dbffa0a-6411-47a3-8d21-17b822b396b0,GEMMACON GmbH,71513000,,‍+49,[],,,[],Simon,Neu – offen,E,info@gemmacon.de,{},,,,,,,,,false
bc6ee52b-b9f4-4eee-b93a-2fc2d2a37c8d,WOLFFKRAN International AG,35463810,,‍+49,[],,,[],Haller,Neu – offen,E,info@wolffkran.com,{},,,,,,,,,false
bff014e5-855b-449c-b048-fd8a72403825,Minimax GmbH,4531512000,,‍+49,[],,,[],Schwering,Neu – offen,E,info@minimax.de,{},,,,,,,,,false
e900d656-49d9-4daf-bd6c-ddbb89f34d87,Bertrandt,73159470,,‍+49,[],,,[],Söhnlein,Neu – offen,E,info@bertrandt.com,{},,,,,,,,,false
ed56d04c-f83c-42ca-b298-954dd98386d7,Melitta Group,57186104,,‍+49,[],,,[],Bentz,Neu – offen,E,info@melitta.de,{},,,,,,,,,false
3f4bc202-59ce-434a-877d-94ad971e83da,TEICON Engineering GmbH,43120092200,,‍+49,[],,,[],Bergemann,Neu – offen,C,info@teicon.de,{},,,,,,,,,false
7f864251-8aa2-4446-b019-90015c9df915,COSMETIC SERVICE GMBH,60718986380,,‍+49,[],,,[],Jansen,Neu – offen,D,info@cosmetic-service.de,{},,,,,,,,,false
dbaae005-19a9-48f7-9a2a-4dcb6b09db01,MUBEA,27726200,,‍+49,[],,,[],Bender,Neu – offen,E,info@mubea.com,{},,,,,,,,,false
39923e71-d49d-45bb-8979-52525f6d3b0b,Kreuznacher Zentralwäscherei GmbH & Co. Mietwäsche KG,6712965800,,‍+49,[],,,[],Schneider,Neu – offen,E,info@zentralwaescherei-kh.de,{},,,,,,,,,false
a15c67c5-13ec-4e88-b739-057ccc95d347,ZMT Automotive GmbH & Co. KG,96141770,,‍+49,[],,,[],Müller,Neu – offen,B,info@zmt-automotive.de,{},,,,,,,,,false
e9156cea-ceaf-4074-be77-0587cf77faee,MULTIVAC Group,93038400,,‍+49,[],,,[],Schubert,Neu – offen,E,info@multivac.com,{},,,,,,,,,false
712a412b-c909-4f4a-8287-99f366f1faac,Ostseestaal GmbH & Co.KG,38312005200,,‍+49,[],,,[],Gebhardt,Neu – offen,E,info@ostseestaal.de,{},,,,,,,,,false
ad133fb3-dc35-4113-924f-9c68e8e74328,partworks GmbH,52512846272,,‍+49,[],,,[],Schmidt,Neu – offen,E,info@partworks.de,{},,,,,,,,,false
e80447d7-5a5a-4af8-966f-16cf008e378d,Keysight Technologies,7031464000,,‍+49,[],,,[],Nersesian,Neu – offen,C,info@keysight.com,{},,,,,,,,,false
05dd7256-8617-46e0-9d2a-c868ae0be39d,Krebs & Aulich GmbH,3943640050,,‍+49,[],,,[],Aulich,Neu – offen,B,info@krebs-aulich.de,{},,,,,,,,,false
923bf1fe-ff15-4055-9e57-3d7904683642,Mafi Transport-Systeme GmbH,93419209130,,‍+49,[],,,[],Höflinger,Neu – offen,E,info@mafi.de,{},,,,,,,,,false
32cd5204-443e-4ee1-92e1-c158b166ebe1,Connect Perso,20665103779,,‍+49,[],,,[],Dürr,Neu – offen,E,info@connectperso.com,{},,,,,,,,,false
42ac6e9b-988d-4b37-9641-df0b148265ca,,93038400,,‍+49,[],,,[],,Neu – offen,,,{},,,,,,,,,false
"fd13f3ca-7de5-4c8a-b5cc-229d04e6beb7,ILT,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",telefoniert und email mit calendly link geschickt,,,,,,,,false"
b1ca3065-7374-4d74-953f-e7829b4966d7,Tebit,,,,[],,,[],,,,,{},,,,,,,,,false
3d6821cb-d2ef-46b2-988a-7041156780b8,Scansonic,,,,[],,,[],,,,,{},,,,,,,,,false
"b17f190d-8858-4467-bd90-ac7954b12de7,Grohe,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",telefoniert und email mit calendly link geschickt,,,,,,,,false"
5e81df99-7884-4f34-91fc-4f5b5e80442c,Schimmel,,,,[],,,[],,,,,{},,,,,,,,,false
"a6b102d0-5368-43db-aaa9-7ee8ca24c7ea,JW Froelich,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",email geschrieben,,,,,,,,false"
1cd986ad-250d-4bb6-931e-f0399b608383,Sauter,,,,[],,,[],,,,,{},,,,,,,,,false
da97dcfc-4cad-49e5-b4fe-70a95d926919,Hoedtke GmbH,,,,[],,,[],,,,,{},,,,,,,,,false
"4dcd557b-abb1-48eb-ad55-7d26910bf832,Schaal,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",email geschrieben,,,,,,,,false"
"e79b4f3c-967c-4305-888b-5b4f68379159,Sascha Schieber,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",telefoniert und email mit calendly link geschickt,,,,,,,,false"
"60f76ece-b922-444a-80d1-055689340a6b,Braun,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",telefoniert und email mit calendly link geschickt,,,,,,,,false"
"15421f0a-a5f6-4d56-b34c-1259c1d38609,MS Xtec,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",email geschrieben,,,,,,,,false"
2b11a529-0731-400f-893d-9b9a5dc50ea8,,,,,[],,,[],,,,,{},,,,,,,,,false
"cb9e23c3-fbcd-4bcb-8d4c-e1f00c4d9ca5,Inductoheat,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",telefoniert und email mit calendly link geschickt,,,,,,,,false"
"be7c07c9-b79b-4897-b140-3cecd946ac97,ceramaret,,,,[],,,[],,,,,""{""""0"""":""""DARIO""""}"",telefoniert und email mit calendly link geschickt,,,,,,,,false"
d4b3be93-80fd-48e7-abe9-fc9b92e57a6d,,,,,[],,,[],,,,,{},,,,,,,,,false
45ee6278-0294-45f1-8f68-0ef167803fbb,Ceramet,,,,[],,,[],,,,,{},,,,,,,,,false
c40fdf33-4a33-4f3a-97fb-530b19f99ccb,Tecalum,,,,[],,,[],,,,,{},,,,,,,,,false
"2d5a390d-8d43-4365-8006-2f008dfbd28b,Zetec,7426529820,DE,‍+49,[],,,[],,,,patric.hell@zetec.de,""{""""0"""":""""DARIO""""}"",""Mit der Sekretärin geredet, war zu dem Zeitpunkt in einer Besprechung meinte ich soll mich per Email melden bei Ihm"",,,""Rufe Ihn am 15.06 nochmal an,  Email aber auch geschickt"",,,,,false"
e12c9562-e4fc-4882-8ecd-01b252ea6848,Zetec,,,,[],,,[],,,,,{},,,,,,,,,false
35d55a3f-dfb3-4714-8b1e-806e582303a8,,,,,[],,,[],,,,,{},,,,,,,,,false
1679ddba-4ede-4126-940e-dcec10ae19fa,Emuge,,,,[],,,[],,,,,{},,,,,,,,,false
1b89c596-d841-4af7-9ee2-e42659b2f024,,,,,[],,,[],,,,,{},,,,,,,,,false
d4fcc4a6-03af-4260-a1c9-386645918541,,,,,[],,,[],,,,,{},,,,,,,,,false
345e7f4c-1295-4688-abce-7d10c6a7d31d,,,,,[],,,[],,,,,{},,,,,,,,,false
aa378fa5-569a-4ddf-bb27-7f565dc526ca,,,,,[],,,[],,,,,{},,,,,,,,,false
de33b8ce-daf8-443b-bec4-fc6d9b083390,,,,,[],,,[],,,,,{},,,,,,,,,false
ab8e09b3-ee08-42e9-8786-734a4c4a47db,,,,,[],,,[],,,,,{},,,,,,,,,false
"978423b0-7195-473d-a541-5e3b6d275d54,,,,,[],,,[],,,,,""{""""0"""":""""MIKLAS""""}"",,,,,,,,,false"
f0d9a974-e044-41db-b71a-fb9084643250,,,,,[],,,[],,,,,{},Anrufen am 12.06,,2026-06-12,,,,,,false
fe5e753e-b4b5-427a-915d-73c79a8119b3,,,,,[],,,[],,,,,{},,,,,,,,,false
20878cb2-0f71-407c-b438-bcf615042d6b,Polytec,,,,[],,,[],,,,,{},,,,,,,,,false
9bbd1c29-ac7e-47ad-81b9-7cbfb3cc6fcb,Alutec,,,,[],,,[],,,,,{},,,,,,,,,false
8ab0694e-ed55-45f2-b020-959e976a8e62,MFL,,,,[],,,[],,,,,{},,,,,,,,,false
b32f76a2-40b7-461d-92a8-555d0ef3b7b2,Casteon,,,,[],,,[],,,,,{},,,,,,,,,false
0554d707-077e-4bba-8d00-200fd6570e8d,Höhn,,,,[],,,[],,,,,{},,,,,,,,,false
9576d499-11c8-4f4b-9818-71c1e32b3aa8,Trönkle,,,,[],,,[],,,,,{},,,,,,,,,false
8aac82b7-e236-4fcc-a5a0-5e5295fc409e,Wafi,,,,[],,,[],,,,,{},,,,,,,,,false
cf2e5421-56f5-4b5f-8f74-55e67c271b44,Oliver Meyer,,,,[],,,[],,,,,{},,,,,,,,,false
8555351f-3336-4e4e-b8be-81e240bc10bc,Stüken,,,,[],,,[],,,,,{},,,,,,,,,false
44d105f2-08e3-4dfc-91a9-3851e80e6ab0,Bender,,,,[],,,[],,,,,{},,,,,,,,,false
22d79668-de5e-4e86-8769-6a69f0d31883,TopDown,,,,[],,,[],,,,,{},,,,,,,,,false
7d04156a-3c0e-42b8-9488-1ac36e8db96e,Sarissa,,,,[],,,[],,,,,{},,,,,,,,,false
cc278846-f3ca-41b7-bc32-e7ea24869c06,TPG (The Packaging Group),,,,[],,,[],,,,,{},,,,,,,,,false
8e43e837-34b4-4681-a345-7db4c66ff24e,ednin,,,,[],,,[],,,,,{},,,,,,,,,false
a2af169c-b12d-469e-86d7-08efde7c2e7d,NanoSaar,,,,[],,,[],,,,,{},,,,,,,,,false
02422fe0-f667-4966-a5ef-9455e94b61bb,,,,,[],,,[],,,,,{},,,,,,,,,false
fc6e7870-d91f-47a6-982f-74288e31d6c5,Jochum Group,,,,[],,,[],,,,,{},,,,,,,,,false
b54771ac-8f20-4e67-a6f9-c9a5102cb5af,,,,,[],,,[],,,,,{},,,,,,,,,false
fea3744a-7d26-4395-a6f5-4b3e0b86f0d8,Vertraulich,,,,[],,,[],,,,,{},,,,,,,,,false
2a9ec6a1-8915-4d51-a7f3-34c88050ab33,PEAG Transfer GmbH,,,,[],,,[],,,,,{},,,,,,,,,false
e3fa1948-a98a-4024-af36-e50d6eddc65f,FAIST Anlagenbau GmbH,,,,[],,,[],,,,,{},,,,,,,,,false
c91bb7a9-0ad3-4170-b316-25f27bebf896,FST Industrie GmbH,,,,[],,,[],,,,,{},,,,,,,,,false
"0941750d-cbcb-4983-b02d-caca1e6e5c1f,HG Metalltechnik Krumbach GmbH,8282894980,,‍+49,[],https://hgmtk.de,,[],Goldenstein,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌ Schwägerin am Telefon ->Y sofort abgwehrt,,,,,,,,false"
"363f8b42-e097-4571-88e4-992da30b396d,Metallbau Adolf Happ & Sohn GmbH,611405363,,‍+49,[],https://happ-metallbau.de,,[],Happ,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌ Herr Happ lehtne kategorisch ab,,,,,,,,false"
"376053b6-4024-4900-93b1-812f047cfd9d,Lieblmetall GmbH,943890091,,‍+49,[],https://lieblmetall.de,,[],Liebl,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌ 02.07.26 9:57 Uhr -> kein interesse,,,,,,,,false"
"484ef0c6-1a21-4c99-bc8b-75ddc6440d07,RB-Stahl GmbH,29213210825,,‍+49,[],https://rb-stahl.de,,[],Matrangolo,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌ 02.07.26 10:00 Uhr + 15:48 Uhr + 03.07 Sprachnachricht hinterlassen,,,,,,,,false"
"637a2590-257d-42b9-aa66-20b0e833211e,ABP – Innovative Blechbearbeitung GmbH,392256330,,‍+49,[],https://abp-blech.de,,[],Drira,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌02.07.2026 10:02 Uhr + 15:49 Uhr -> Nummer geht nicht,,,,,,,,false"
"95aba7b3-535e-4861-b049-cccefe17c498,Schwalbe Metallbau GmbH,376013910,,‍+49,[],https://schwalbe-metallbau.com,,[],Weise,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌,,,,,,,,false"
"95f12730-677f-44c7-a309-88d6ec6d5417,ST GmbH,60323077257,,‍+49,[],https://st-gmbh.com,,[],Schulte,Neu – offen,B,,""{""""0"""":""""LARS""""}"",,,,,,,,,true"
"9f792303-873d-4e9d-ae04-47d784f0a1ee,Schrauben-Heidig Produktions GmbH,3583517970,,‍+49,[],https://produktion-heidig.de,,[],Heidig,Neu – offen,B,,""{""""0"""":""""LARS""""}"",""❌ kein Interesse am Thema, GF nicht erreichbar"",,,,,,,,false"
"a2aa8da1-cfdb-4885-b1cb-f6e754610110,NRW Stahlbau Maschinen und Anlagenbau GmbH,23129299206,,‍+49,[],https://nrw-stahlbau.de,,[],Thiel,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌ 02.07.2026 10:26 Uhr + 15:52 Uhr + 03.07. Sprachnachricht hinterlassen,,,,,,,,false"
"c655fbad-9988-40f1-bff5-f3bfd550d5c9,Schäuble Schlosserei Stahl- & Metallbau GmbH,7472988680,,‍+49,[],https://metallbau-schaeuble.de,,[],Schäuble,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌ kein Interesse,,,,,,,,false"
"d0157ec9-ed31-47ee-a013-c08d00320c74,Ruhland Schlosserei + Stahlbau GmbH,712172704,,‍+49,[],https://schlosserei-ruhland.de,,[],Heubach,Email verschickt,E,,""{""""0"""":""""MIKLAS""""}"",Abends anrufen ab 17:00 Uhr,,,,,,,,false"
"f2023630-d203-4b7f-8e59-6f39af0a3967,Frank und Alois Litim GmbH & Co. KG,202478530,,‍+49,[],https://litim.net,,[],Litim,Neu – offen,B,,""{""""0"""":""""LARS""""}"",EK: „Fr. Kamabea,,2026-07-14,,,,,,false"
"f6a49f5e-a37b-4689-8a7b-c3c18b11b5ab,Klaus Fehrenbach GmbH,77224139,,‍+49,[],https://fehrenbach-klaus.de,,[],Fehrenbach,Neu – offen,B,,""{""""0"""":""""LARS""""}"",Aktuell auf Kundentour,,2026-07-20,,,,,,false"
"145c47a3-4e24-499f-91cc-101ea946513a,Euler Feinmechanik GmbH,644561230,,‍+49,[],https://euler-feinmechanik.de,,[],Euler,Neu – offen,B,,""{""""0"""":""""LARS""""}"",""16.06 kein Interesse, keine Zeit (nicht viele Lieferanten) evtl. Stücklistenagent für nächsten Anruf"",,,,,,,,false"
"14b2418b-c6bb-4895-a107-c3661eec22ee,MDX Zerspanungstechnik GmbH,261963892680,,‍+49,[],https://mdx-cnc.de,,[],Müller,Neu – offen,B,,""{""""0"""":""""LARS""""}"",❌ 2 Mann Betrieb,,,,,,,,false"
3832b851-f2be-4ab5-9790-f5481c5dff71,Formenbau Staiger GmbH,772594030,,‍+49,[],https://formenbaustaiger.de,,[],Staiger,Neu – offen,A,,{},,,,,,,,,false
"3fdc0e0d-8a0e-4c9e-8504-5c32c46faff1,Tool Partner Germany GmbH (Hummel Präzision),772391870,,‍+49,[],https://hummel-praezision.de,,[],Adam,Neu – offen,B,,""{""""0"""":""""LARS""""}"",24.06 weggedrückt bei Einwandbehandlung „Infos schicken“,,,,,,,,false"
"4b801088-d593-49c0-bf34-3804e7c9a45c,MAB GmbH,96160001003,DE,‍+49,[],https://mab-fertigung.de,,[],Bauer,Neu – offen,B,,""{""""0"""":""""LARS""""}"",,,,,,,,,false"
"58a20671-8dac-4164-8e20-65a16c32a715,Eirenschmalz Maschinenbaumechanik und Metallbau GmbH,886818000,,‍+49,[],https://eirenschmalz.de,,[],,6 Monaten,E,,""{""""0"""":""""MIKLAS""""}"",❌ bereits ki lösungen + kein bedarf in leiferkette und beschaffungs-> in 6 mionaten anrufen,,,,,,,,false"
"5950fb92-46bf-413a-808f-4062c60cd602,Ernst Bartsch GmbH,421824020,,‍+49,[],https://bartsch-stahlbau.de,,[],Bartsch,Geschlossen,E,,""{""""0"""":""""MIKLAS""""}"",❌,,,,,,,,false"
"5bbc356e-a062-45e5-be5b-777f5e259e5f,Jackel-Technik GmbH,695481490,,‍+49,[],https://jackel-technik.de,,[],Jackel,Neu – offen,B,,""{""""0"""":""""LARS""""}"",,,,,,,,,false"
"6ae88f9e-899d-4c19-9c63-30b59b511c8e,Thier GmbH,7084931200,,‍+49,[],https://thier-gmbh.com,,[],Thier,Neu – offen,A,,""{""""0"""":""""SEBASTIAN""""}"",nächstes Jahr anrufen,2026-07-01T09:35:37.000Z,,,,,,,false"
"6c0add85-7fe3-43b1-973a-684ad039d708,Erich Mächler GmbH,722598860,,‍+49,[],https://maechler-stahlbau.de,,[],Mächler,Neu – offen,E,,""{""""0"""":""""LARS""""}"",,,,,,,,,false"
"706736c5-d355-4ec9-b6f1-0ed7dab0e1a2,BVS Blechtechnik GmbH,703171640,,‍+49,[],https://bvs-blechtechnik.de,,[],Steiner,Rückruf,E,,""{""""0"""":""""MIKLAS""""}"",14.07. Steiner: +497031716431 ab 15:15 Uhr,,,,,,,,false"
